"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"212",118,3,"X4 E2 R",0.18743521745514,0.1741868786093,0.13701869944515,34.4217658953129,4539.56815084254,4005.03110766512,4555.75036065669,327115147990.587,1776889425.6262,0.847893686133767,9507491.23456641
"145",119,3,"X3 X5 V2",0.187376319557549,0.174127020419901,0.145183683809774,34.4373080298973,4539.58177732956,4005.04419444089,4555.76398714371,327138858585.607,1777018221.57413,0.847955144809514,9508180.37499817
"203",120,3,"X4 V2 R",0.186800421288886,0.173541732505552,0.136911755256245,34.5892776037646,4539.71496385944,4005.17210699303,4555.89717367359,327370698620.307,1778277576.60133,0.848556082133337,9514918.7272612
"158",121,3,"X3 V1 V2",0.186629335043397,0.173367856810409,0.145189118321239,34.6344242993465,4539.75451236882,4005.21008986603,4555.93672218297,327439573008.805,1778651702.26738,0.848734606911238,9516920.5380882
"146",122,3,"X3 X5 Z1",0.186588801147003,0.17332666203527,0.144708845595759,34.6451204922287,4539.76388101583,4005.21908765776,4555.94609082998,327455890786.541,1778740340.43313,0.848776903150953,9517394.80878384
"83",123,3,"X2 X3 V2",0.186287353139416,0.173020299114515,0.147676081156898,34.7246673979044,4539.83354040436,4005.28598993944,4556.01575021851,327577245060.971,1779399536.83022,0.849091457593653,9520921.929761
"89",124,3,"X2 X4 X5",0.186151987601934,0.172882726530226,0.124888297512216,34.760388017616,4539.86481262879,4005.3160246098,4556.04702244294,327631739322.57,1779695549.64953,0.849232708589287,9522505.78705917
"172",125,3,"X3 Z1 O",0.185992857757698,0.17272100217766,0.144081785528871,34.8023796260891,4539.90156824642,4005.35132583055,4556.08377806057,327695800408.732,1780043529.45815,0.849398757122402,9524367.70088036
"166",126,3,"X3 V2 E2",0.185958141888989,0.172685720289353,0.14589478876987,34.8115405422808,4539.90958592072,4005.35902627269,4556.09179573487,327709776016.307,1780119444.95601,0.849434982376707,9524773.89719177
"165",127,3,"X3 V2 E1",0.185938627780217,0.172665888015764,0.144539532822042,34.816689977443,4539.914092579,4005.36335462129,4556.09630239315,327717631833.734,1780162117.75487,0.849455344924991,9525002.22387056
"150",128,3,"X3 X5 O",0.185927736857456,0.172654819523611,0.142358900189949,34.8195639032402,4539.9166077208,4005.36577025051,4556.09881753495,327722016205.155,1780185933.65965,0.849466709366132,9525129.65414431
"170",129,3,"X3 Z1 E2",0.185301103063815,0.172017968874638,0.145701447247744,34.9849217029979,4540.0612654381,4005.5047058456,4556.24347525225,327974280899.056,1781556235.43199,0.850120588107323,9532461.6422249
"96",130,3,"X2 X4 R",0.185234681586844,0.171950464438804,0.130847929460156,35.0024491798113,4540.07659224008,4005.51942652798,4556.25880205423,328001020270.163,1781701483.69108,0.850189897474597,9533238.81301011
"84",131,3,"X2 X3 Z1",0.185220901408106,0.171936459583238,0.146884885171181,35.0060855301959,4540.0797718694,4005.5224804181,4556.26198168355,328006567772.718,1781731617.72397,0.850204276791542,9533400.04929722
"148",132,3,"X3 X5 E2",0.184965969061126,0.171677370730601,0.144231780396514,35.0733577590662,4540.13858509253,4005.57896808403,4556.32079490668,328109196183.647,1782289095.23387,0.850470293153608,9536382.90937974
"169",133,3,"X3 Z1 E1",0.184791991190236,0.17150055626399,0.144996122521494,35.1192675044849,4540.17871145298,4005.61750803781,4556.36092126713,328179234657.14,1782669544.2094,0.850651835279753,9538418.55394375
"198",134,3,"X4 V1 R",0.184586163806505,0.171291372999003,0.134508038423575,35.1735817844504,4540.22617254699,4005.66309300186,4556.40838236114,328262094825.998,1783119640.63188,0.850866611680169,9540826.85675073
"147",135,3,"X3 X5 E1",0.184286080449432,0.170986396978499,0.141685661479133,35.2527685825022,4540.29534637053,4005.72953289411,4556.47755618468,328382899731.486,1783775852.85698,0.851179742139723,9544338.01050524
"144",136,3,"X3 X5 V1",0.184032109207355,0.170728284900953,0.1407118848071,35.3197871924428,4540.35387076369,4005.78574471235,4556.53608057784,328485141229.299,1784331228.65489,0.851444755609717,9547309.62508878
"159",137,3,"X3 V1 Z1",0.184031564808758,0.170727731626292,0.1433755711547,35.3199308497991,4540.35399619375,4005.78586518654,4556.5362060079,328485360388.474,1784332419.12749,0.851445323677818,9547315.99487615
"210",138,3,"X4 E1 R",0.183904138152592,0.170598227361602,0.133851083723249,35.3535565362972,4540.38335313937,4005.81406226098,4556.56556295352,328536658685.404,1784611071.46728,0.851578290623382,9548806.96254122
"88",139,3,"X2 X3 O",0.183719022341777,0.170410093358219,0.143177162415581,35.4024053910626,4540.42599252477,4005.85501718601,4556.60820233892,328611180972.305,1785015876.51645,0.851771454947711,9550972.92762672
"177",140,3,"X3 E2 O",0.183359295412276,0.170044501315737,0.141738609394626,35.4973310943674,4540.50882400967,4005.93457707363,4556.69103382382,328755996659.999,1785802515.30621,0.852146822178495,9555181.94665208
"163",141,3,"X3 V1 O",0.183322285872037,0.170006888359081,0.140887218310443,35.5070972707308,4540.51734383469,4005.94276043913,4556.69955364884,328770895633.585,1785883446.52808,0.852185440829179,9555614.98028457
"207",142,3,"X4 Z1 R",0.183190067758116,0.169872514515042,0.135230177642503,35.5419873399035,4540.5477781089,4005.97199289576,4556.72998792305,328824122833.227,1786172576.66705,0.852323407556749,9557162.01085513
"175",143,3,"X3 E1 O",0.182887126412678,0.169564633908537,0.140395943591103,35.6219283115613,4540.61749128432,4006.03895360363,4556.79970109847,328946078282.41,1786835038.64529,0.852639520265032,9560706.60477331
"185",144,3,"X4 X5 R",0.182324769340612,0.168993107971166,0.122036669753915,35.7703245982898,4540.7468329812,4006.163190131,4556.92904279535,329172467021.872,1788064782.23774,0.853226327644579,9567286.51698242
"214",145,3,"X4 R O",0.182162930937267,0.168828630898201,0.133225142318311,35.8130309485777,4540.78403920696,4006.19892819599,4556.96624902111,329237618495.82,1788418685.03262,0.853395202500243,9569180.12255613
"82",146,3,"X2 X3 V1",0.181765102046836,0.168424315667165,0.142910174774712,35.9180110991365,4540.87546774358,4006.28674968414,4557.05767755773,329397772934.166,1789288643.91319,0.853810328298954,9573834.95718578
"86",147,3,"X2 X3 E2",0.18170434431536,0.168362567320502,0.144391705998365,35.9340440116558,4540.88942709619,4006.30015840209,4557.07163691034,329422232244.673,1789421506.88351,0.853873727670928,9574545.85878015
"161",148,3,"X3 V1 E2",0.181597679136551,0.168254163035517,0.141684428085878,35.9621911040368,4540.91393137728,4006.32369615623,4557.09614119143,329465172569.557,1789654758.72063,0.853985030466208,9575793.9048121
"85",149,3,"X2 X3 E1",0.181364671243439,0.168017356100669,0.14239972173227,36.0236778494409,4540.96744936963,4006.37510348733,4557.14965918378,329558974827.636,1790164292.56981,0.854228169137281,9578520.23574465
"160",150,3,"X3 V1 E1",0.181212145901631,0.167862343932636,0.139943741021068,36.0639266441669,4541.0024736256,4006.40874663682,4557.18468343975,329620377131.587,1790497829.87394,0.854387326015689,9580304.87295935
"92",151,3,"X2 X4 V2",0.181142489426243,0.167791551753845,0.12852333403127,36.0823077810062,4541.01846660877,4006.42410902158,4557.20067642292,329648418819.763,1790650152.31911,0.854460011033486,9581119.89515008
"173",152,3,"X3 E1 E2",0.181066805542684,0.167714633893923,0.140417558511294,36.1022794464182,4541.03584193039,4006.44079927556,4557.21805174454,329678886968.646,1790815655.29841,0.854538985520678,9582005.44160127
"202",153,3,"X4 V2 E2",0.180873381059621,0.16751805575081,0.131570002177034,36.1533208158162,4541.08024055697,4006.48344753997,4557.26245037112,329756754087.38,1791238629.47351,0.854740819763874,9584268.62309371
"95",154,3,"X2 X4 E2",0.180549574980403,0.167188970224649,0.128460885656784,36.238767629172,4541.15454349427,4006.55482172098,4557.33675330842,329887109076.667,1791946717.75211,0.855078704368275,9588057.34680658
"197",155,3,"X4 V1 E2",0.178903007226665,0.165515556257535,0.12864006381612,36.6732683274633,4541.53192343257,4006.91733726884,4557.71413324672,330549969769.145,1795547376.91559,0.856796862024349,9607323.16883341
"91",156,3,"X2 X4 V1",0.178902108062413,0.165514642432996,0.125978532273369,36.6735056013287,4541.53212930689,4006.91753503893,4557.71433912104,330550331746.742,1795549343.17783,0.856797800282699,9607333.68958994
"201",157,3,"X4 V2 E1",0.178691464794392,0.165300564763866,0.128771392848332,36.7290907097081,4541.58035237025,4006.96385994852,4557.7625621844,330635130651.73,1796009970.81463,0.857017601953678,9609798.3411074
"206",158,3,"X4 Z1 E2",0.178653922794753,0.165262410666407,0.130011208381809,36.7389973928805,4541.58894565076,4006.97211501108,4557.77115546491,330650243978.115,1796092066.40086,0.85705677621417,9610237.60483155
"184",159,3,"X4 X5 E2",0.178205306065738,0.164806479534201,0.117713803725677,36.8573795739843,4541.69160264599,4007.07073229834,4557.87381246014,330830844135.611,1797073086.42421,0.857524898018361,9615486.68737908
"94",160,3,"X2 X4 E1",0.178133774813723,0.164733782011773,0.124492004571653,36.8762554318889,4541.70796596671,4007.08645181861,4557.89017578086,330859640554.791,1797229508.56806,0.857599539324811,9616323.64557138
"93",161,3,"X2 X4 Z1",0.177803100652761,0.164397716424273,0.125542185187401,36.9635146130062,4541.78359170416,4007.15910256013,4557.96580151831,330992760435.72,1797952615.73757,0.857944590623206,9620192.7299255
"213",162,3,"X4 E2 O",0.177255673882753,0.163841364217798,0.127937370996476,37.1079710517357,4541.90872229845,4007.279312277,4558.0909321126,331213138666.148,1799149710.246,0.858515818557128,9626597.94872063
"97",163,3,"X2 X4 O",0.177152893594659,0.163736908164137,0.1244751464448,37.1350929887747,4541.93220649241,4007.30187314997,4558.11441630656,331254515046.066,1799374466.73434,0.858623067553399,9627800.53922065
"204",164,3,"X4 V2 O",0.176740325447154,0.163317613362054,0.128002144240112,37.2439625738717,4542.02644438056,4007.39240660484,4558.20865419471,331420603084.246,1800276656.92816,0.859053573446448,9632627.83192435
"209",165,3,"X4 E1 E2",0.176630885670883,0.163206389241604,0.125725128008332,37.2728418344444,4542.05143444281,4007.41641450833,4558.23364425696,331464660382.052,1800515976.16199,0.859167771473861,9633908.34239682
"200",166,3,"X4 V2 Z1",0.176144391917774,0.162711963525129,0.127460165786751,37.4012191058688,4542.16248283469,4007.52309941831,4558.34469264884,331660508737.116,1801579824.39182,0.85967541712928,9639600.60865388
"196",167,3,"X4 V1 E1",0.176056747483534,0.162622890105549,0.126113492562002,37.4243469533515,4542.18248182127,4007.54231273729,4558.36469163542,331695791858.773,1801771482.30238,0.859766872191094,9640626.10066164
"181",168,3,"X4 X5 V2",0.175980366581253,0.162545263862469,0.114071294732817,37.4445025499264,4542.19990892447,4007.55905525083,4558.38211873862,331726540607.292,1801938509.49886,0.859846574002171,9641519.80264644
"194",169,3,"X4 V1 V2",0.175818300761589,0.162380555665311,0.125119508300207,37.4872689114399,4542.23688059,4007.59457468185,4558.41909040415,331791783632.491,1802292909.60012,0.86001568616182,9643416.06912632
"205",170,3,"X4 Z1 E1",0.174951061345971,0.161499176476612,0.127261911692995,37.7161183655948,4542.43459826685,4007.7845289608,4558.616808081,332140909211.001,1804189359.68041,0.860920631638987,9653563.28608598
"199",171,3,"X4 V1 O",0.174381330530248,0.160920156571502,0.125809436511331,37.8664604555015,4542.56437533049,4007.90921296284,4558.74658514464,332370266407.01,1805435227.92828,0.861515133359742,9660229.47548147
"183",172,3,"X4 X5 E1",0.174329487570308,0.160867468345911,0.112809712194651,37.8801409142886,4542.5761800181,4007.92055448303,4558.75838983225,332391136887.589,1805548596.37507,0.861569230361417,9660836.06894674
"180",173,3,"X4 X5 V1",0.174096983535848,0.160631173484802,0.112187495120625,37.9414947001255,4542.62911227694,4007.97141011083,4558.81132209109,332484736306.705,1806057028.40304,0.861811843266941,9663556.50443339
"195",174,3,"X4 V1 Z1",0.17391930494159,0.160450597956942,0.125099282965917,37.9883810023144,4542.66955284015,4008.01026435043,4558.8517626543,332556264584.701,1806445569.99637,0.861997247017471,9665635.44966183
"211",175,3,"X4 E1 O",0.173622985919396,0.160149447646343,0.124766038191298,38.0665744576205,4542.73697723045,4008.07504440072,4558.9191870446,332675554077.526,1807093550.50015,0.862306449475413,9669102.55845939
"182",176,3,"X4 X5 Z1",0.172413573371386,0.158920316415485,0.111583559653965,38.3857174721973,4543.01191631792,4008.33920641805,4559.19412613207,333162428691.246,1809738253.31517,0.863568445177684,9683253.40457798
"186",177,3,"X4 X5 O",0.172187826261773,0.158690888646476,0.112772153635603,38.4452882226516,4543.06319152966,4008.38847278399,4559.24540134381,333253307967.282,1810231909.52641,0.863804007379019,9685894.78002518
"208",178,3,"X4 Z1 O",0.172180832139666,0.158683780489769,0.124365444065216,38.4471338502807,4543.06477992065,4008.38999895068,4559.2469897348,333256123599.139,1810247204.03816,0.863811305593392,9685976.61541364
"98",179,3,"X2 X5 X6",0.104195856929436,0.0895903545967633,-0.00316701220846971,56.3871907566011,4557.90306805195,4022.66082266152,4574.0852778661,360624914007.925,1958914468.66435,0.934752149291024,10481441.2599299
"219",180,3,"X5 X6 E2",0.0927151830160272,0.0779224957825928,-0.0125600089063291,59.4167416638795,4560.29717717479,4024.96597969337,4576.47938698894,365246702235.633,1984020021.49412,0.946731982939798,10615771.9729308
"255",181,3,"X6 Z1 E2",0.0923979123116554,0.0776000521863019,-0.0062650920869074,59.5004639050591,4560.36290787446,4025.02927846304,4576.54511768861,365374426271.48,1984713818.4341,0.94706304802262,10619484.228871
"246",182,3,"X6 V1 E2",0.0911638791116335,0.076345898879758,-0.0150119291798971,59.8261038830722,4560.61835094563,4025.27527576369,4576.80056075978,365871212449.668,1987412360.86554,0.948350734840035,10633923.1512614
"258",183,3,"X6 E1 E2",0.0905431053646252,0.0757150038216572,-0.0139946117998186,59.9899153180671,4560.74671911069,4025.39890026243,4576.92892892484,366121118057.791,1988769848.08435,0.948998498749956,10641186.5733111
"215",184,3,"X5 X6 V1",0.0896975990265094,0.0748557120541156,-0.0196933429201946,60.2130297896625,4560.92141826281,4025.56714701517,4577.10362807696,366461494526.057,1990618772.99935,0.949880766233207,10651079.5003381
"248",185,3,"X6 V1 O",0.0892604664366989,0.0744114523025147,-0.0182847628157035,60.3283815054284,4561.01167530402,4025.65407199083,4577.19388511817,366637471500.298,1991574679.89209,0.950336904587792,10656194.2116266
"247",186,3,"X6 V1 R",0.0891812282533979,0.0743309221923121,-0.0157030284357356,60.349291088953,4561.02803138598,4025.66982435771,4577.21024120013,366669370507.755,1991747955.29491,0.950419587909498,10657121.3454987
"251",187,3,"X6 V2 E2",0.0888987945786841,0.0740438836207279,-0.0184885790092288,60.4238204416659,4561.08631883212,4025.72596064759,4577.26852864627,366783070160.122,1992365571.78632,0.950714301309199,10660425.9874723
"106",188,3,"X2 X6 V1",0.0887971962826284,0.0739406288307147,-0.0170636043185883,60.4506304714878,4561.10728183235,4025.74615009297,4577.2894916465,366823970704.133,1992587743.5341,0.950820316922475,10661614.7479625
"217",189,3,"X5 X6 Z1",0.0885206959218316,0.0736596203118615,-0.0140278947579511,60.5235941254713,4561.16432092656,4025.80108467255,4577.34653074071,366935281775.427,1993192385.25355,0.951108839038089,10664849.9666344
"220",190,3,"X5 X6 R",0.0883203767235392,0.0734560350396839,-0.0144928164426843,60.5764548907459,4561.20563384653,4025.84087356908,4577.38784366068,367015924507.678,1993630436.56077,0.951317867766742,10667193.8203958
"261",191,3,"X6 E2 R",0.0881632725100907,0.0732963693444943,-0.0127927945390214,60.6179119703547,4561.23802795387,4025.87207281751,4577.42023776802,367079170133.302,1993973986.7879,0.951481802598166,10669032.033132
"244",192,3,"X6 V1 Z1",0.0881180377874511,0.073250397099203,-0.0156814667319731,60.6298486298267,4561.24735409381,4025.88105498686,4577.42956390796,367097380328.118,1994072904.56289,0.951529004047877,10669561.3062905
"262",193,3,"X6 E2 O",0.0881103856491591,0.0732426201977867,-0.0174613825759447,60.6318678965248,4561.24893170585,4025.88257441384,4577.43114152,367100460858.315,1994089638.00238,0.951536988887834,10669650.8408597
"108",194,3,"X2 X6 Z1",0.0879774223333426,0.0731074890018211,-0.0102382047929832,60.6669546115648,4561.27634213002,4025.90897394477,4577.45855194417,367153988054.749,1994380397.72387,0.951675733217382,10671206.5907357
"256",195,3,"X6 Z1 R",0.087812233003581,0.0729396063677699,-0.00807836742778156,60.7105452132687,4561.31039039005,4025.94176664192,4577.4926002042,367220488515.035,1994741628.2123,0.951848104691915,10673139.4041414
"221",196,3,"X5 X6 O",0.0874935648653608,0.0726157425533831,-0.0193681385962383,60.794636213026,4561.37605576075,4026.00501095399,4577.5582655749,367348775117.449,1995438481.01377,0.95218062796658,10676868.0108888
"216",197,3,"X5 X6 V2",0.0873544006407076,0.0724743093468062,-0.023168884901029,60.8313592404579,4561.40472501546,4026.03262335546,4577.58693482961,367404798620.953,1995742800.67483,0.952325842809696,10678496.3150862
"253",198,3,"X6 V2 O",0.087023119919723,0.0721376273097185,-0.0216176235994157,60.9187784822543,4561.47295464884,4026.098338216,4577.65516446299,367538162685.455,1996467234.24945,0.952671527040289,10682372.4965533
"110",199,3,"X2 X6 E2",0.086956161229268,0.0720695769014843,-0.0143374093185369,60.9364477203973,4561.48674226218,4026.11161772443,4577.66895207633,367565118323.218,1996613657.26898,0.952741396978155,10683155.9530558
"249",200,3,"X6 V2 Z1",0.08678427981859,0.0718948930765019,-0.0184715293248237,60.9818042462939,4561.52213011835,4026.14570156821,4577.7043399325,367634312822.289,1996989521.77561,0.952920751493645,10685167.0677884
"252",201,3,"X6 V2 R",0.0864391502493401,0.0715441363947098,-0.0196494668769205,61.0728779591731,4561.59316711418,4026.21412139169,4577.77537692833,367773252033.717,1997744239.54734,0.953280886696341,10689205.289017
"107",202,3,"X2 X6 V2",0.0863885242310626,0.0714926849522214,-0.0207729366466567,61.086237288143,4561.60358506032,4026.22415556978,4577.78579487447,367793632608.678,1997854946.8269,0.953333713845848,10689797.643541
"257",203,3,"X6 Z1 O",0.0863303847188865,0.0714335975132162,-0.0139808310890011,61.1015792979579,4561.61554843952,4026.23567826851,4577.79775825367,367817037899.601,1997982084.36302,0.953394381162901,10690477.9104124
"243",204,3,"X6 V1 V2",0.085813108817723,0.070907887765838,-0.0221841894159969,61.2380794448572,4561.72195490159,4026.33816596555,4577.90416471574,368025278259.75,1999113245.96226,0.953934147320637,10696530.3461096
"245",205,3,"X6 V1 E1",0.0857675192393453,0.0708615548791172,-0.0198412407062956,61.2501097446095,4561.73133003824,4026.34719590121,4577.91353985239,368043631309.252,1999212939.72389,0.953981719054596,10697063.7712913
"112",206,3,"X2 X6 O",0.0854261342029192,0.0705146037823147,-0.0183664798109302,61.3401953401622,4561.80151832003,4026.4148001421,4577.98372813418,368181063079.753,1999959469.07678,0.954337946918693,10701058.1792587
"263",207,3,"X6 R O",0.0848462928635843,0.0699253085080992,-0.0167008241658595,61.4932054220536,4561.920672862,4026.52956934302,4578.10288267615,368414490480.992,2001227446.67873,0.954942998751042,10707842.6677938
"218",208,3,"X5 X6 E1",0.0844390378920078,0.0695114135098123,-0.0200885739361689,61.6006729520906,4562.00431662933,4026.61013577937,4578.18652644348,368578439587.77,2002118018.19755,0.955367960460514,10712607.7931791
"111",209,3,"X2 X6 R",0.0839449400121812,0.0690092596862929,-0.0162578295997822,61.7310568207905,4562.10574662616,4026.70783526687,4578.28795644031,368777349144.956,2003198494.87676,0.955883540856854,10718389.0322413
"254",210,3,"X6 Z1 E1",0.0831876969401322,0.0682396702598083,-0.0140174272124405,61.9308801459071,4562.26108978794,4026.85746757459,4578.44329960209,369082193367.718,2004854408.64051,0.956673707540732,10727249.2265601
"250",211,3,"X6 V2 E1",0.0829389638913718,0.0679868817809051,-0.0239498508151035,61.9965164873994,4562.31208765399,4026.90659128384,4578.49429746814,369182326119.965,2005398329.73288,0.956933255069873,10730159.5511664
